movie	production_budget	domestic_gross	worldwide_gross	mpaa_rating	genre
2054	Where the Heart Is	15000000.0	33771174.0	40862054.0	PG-13	Drama
2055	Halloween 2	15000000.0	33392973.0	38512850.0	R	Horror
2056	The Last House on the Left	15000000.0	32752215.0	46526243.0	R	Horror
2057	Because of Winn-Dixie	15000000.0	32647042.0	33508485.0	PG	Comedy
2058	The Princess Bride	15000000.0	30857000.0	30858487.0	PG	Adventure
2059	Halloween: Resurrection	15000000.0	30259652.0	37659652.0	R	Horror
2060	The Great Debaters	15000000.0	30226144.0	30261293.0	PG-13	Drama
2061	When the Game Stands Tall	15000000.0	30127963.0	30138912.0	PG	Drama
2062	28 Weeks Later	15000000.0	28638916.0	64232714.0	R	Horror
2063	Love and Basketball	15000000.0	27441122.0	27709625.0	PG-13	Drama
2064	Book of Shadows: Blair Witch 2	15000000.0	26421314.0	47721314.0	R	Horror
2065	Boogie Nights	15000000.0	26410771.0	43111725.0	R	Drama
2066	Ramona and Beezus	15000000.0	26167002.0	27469621.0	G	Adventure
2067	The Remains of the Day	15000000.0	22954968.0	63954968.0	PG	Drama
2068	Nowhere to Run	15000000.0	22189039.0	52189039.0	R	Action
2069	Urban Legends: Final Cut	15000000.0	21468807.0	38574362.0	R	Horror
2070	The Place Beyond the Pines	15000000.0	21403519.0	47011449.0	R	Drama
2071	Flicka	15000000.0	21000147.0	21896367.0	PG	Drama
2072	The Hills Have Eyes II	15000000.0	20804166.0	37466538.0	R	Horror
2073	Keanu	15000000.0	20591853.0	20688141.0	R	Comedy
2074	Country Strong	15000000.0	20218921.0	20601987.0	PG-13	Drama
2075	Tuck Everlasting	15000000.0	19161999.0	19344615.0	PG	Drama
2076	The Marine	15000000.0	18844784.0	22165608.0	PG-13	Action
2077	The Big Lebowski	15000000.0	17498804.0	46189568.0	R	Comedy
2078	The Hurt Locker	15000000.0	17017811.0	49894223.0	R	Drama
2079	The Man with the Iron Fists	15000000.0	15634090.0	22018988.0	R	Action
2080	Firestarter	15000000.0	15136870.0	15136870.0	nan	Horror
2081	Freddy Got Fingered	15000000.0	14249005.0	14249005.0	R	Comedy
2082	One Day	15000000.0	13843771.0	59168692.0	PG-13	Drama
2083	De-Lovely	15000000.0	13337299.0	18524496.0	PG-13	Drama
2084	Whip It	15000000.0	13077184.0	18889972.0	PG-13	Comedy
2085	Highlander: Endgame	15000000.0	12801190.0	12801190.0	R	Action
2086	The Founder	15000000.0	12786053.0	24408130.0	PG-13	Drama
2087	Confidence	15000000.0	12212417.0	12212417.0	R	Drama
2088	Knockaround Guys	15000000.0	11660180.0	12419700.0	R	Drama
2089	The Muse	15000000.0	11614954.0	11614954.0	PG-13	Comedy
2090	Barney's Great Adventure	15000000.0	11156471.0	11156471.0	G	Adventure
2091	New York Stories	15000000.0	10763469.0	10763469.0	PG	Drama
2092	Here on Earth	15000000.0	10494147.0	10845127.0	PG-13	Drama
2093	Raise Your Voice	15000000.0	10411980.0	14811980.0	PG	Drama
2094	The Dark Half	15000000.0	9579068.0	9579068.0	R	Horror
2095	Black Snake Moan	15000000.0	9396870.0	10951153.0	R	Drama
2096	Dark Blue	15000000.0	9237470.0	12262065.0	R	Drama
2097	A Mighty Heart	15000000.0	9176787.0	19153568.0	R	Drama
2098	Boat Trip	15000000.0	8586376.0	14933713.0	R	Comedy
2099	The Importance of Being Earnest	15000000.0	8378141.0	8378141.0	PG	Comedy
2100	Hoot	15000000.0	8117637.0	8224998.0	PG	Adventure
2101	In Bruges	15000000.0	7800825.0	34533783.0	R	Comedy
2102	Promised Land	15000000.0	7597898.0	12394562.0	R	Drama
2103	Mulholland Drive	15000000.0	7219578.0	20785973.0	R	Drama
2104	The Rocker	15000000.0	6409528.0	8767338.0	PG-13	Comedy
2105	Jakob the Liar	15000000.0	4956401.0	4956401.0	PG-13	Drama
2106	Kiss Kiss, Bang Bang	15000000.0	4235837.0	16829464.0	R	Comedy
2107	Idle Hands	15000000.0	4023741.0	4023741.0	R	Horror
2108	Blood and Chocolate	15000000.0	3526588.0	6551310.0	PG-13	Horror
2109	You Will Meet a Tall Dark Stranger	15000000.0	3247816.0	34247816.0	R	Drama
2110	Never Let Me Go	15000000.0	2434652.0	11173718.0	R	Drama
2111	The Disappointments Room	15000000.0	2423467.0	3144688.0	R	Horror
2112	The Company	15000000.0	2281585.0	3396508.0	PG-13	Drama
2113	Crazy in Alabama	15000000.0	1954202.0	1954202.0	PG-13	Drama
2114	The Clan of the Cave Bear	15000000.0	1953732.0	1953732.0	nan	Adventure
2115	Banlieue 13	15000000.0	1200216.0	11599903.0	R	Action
2116	Felicia's Journey	15000000.0	824295.0	1970268.0	PG-13	Drama
2117	Metropolis	15000000.0	673414.0	1405032.0	PG-13	Adventure
2118	The Reluctant Fundamentalist	15000000.0	528731.0	528731.0	R	Drama
2119	The Return	15000000.0	501752.0	5953886.0	PG-13	Drama
2120	Buffalo Soldiers	15000000.0	353743.0	353743.0	R	Comedy
2121	Centurion	15000000.0	123570.0	7885048.0	R	Action
2122	Ong-Bak 2	15000000.0	102458.0	7583050.0	R	Action
2123	Winnie Mandela	15000000.0	61847.0	61847.0	R	Drama
2124	The Son of No One	15000000.0	30680.0	1148578.0	R	Drama
2125	All the Queen's Men	15000000.0	22723.0	22723.0	PG-13	Comedy
2126	In Dubious Battle	15000000.0	0.0	214182.0	R	Drama
2127	Magic Mike XXL	14500000.0	66013057.0	123709460.0	R	Comedy
2128	Romeo+Juliet	14500000.0	46338728.0	147542381.0	PG-13	Drama
2129	Elle s'appelait Sarah	14500000.0	7691700.0	25480031.0	PG-13	Drama
2130	Freedom	14500000.0	0.0	872757.0	R	Drama
2131	Slumdog Millionaire	14000000.0	141330703.0	384530440.0	R	Drama
2132	Towering Inferno	14000000.0	116000000.0	139700000.0	PG	Action
2133	Crocodile Dundee 2	14000000.0	109306210.0	239606210.0	PG	Adventure
2134	Born on the Fourth of July	14000000.0	70001698.0	70001698.0	R	Drama
2135	Cool Runnings	14000000.0	68856263.0	155056263.0	PG	Adventure
2136	Stomp the Yard	14000000.0	61356221.0	75525718.0	PG-13	Drama
2137	My Bloody Valentine	14000000.0	51545952.0	102836002.0	R	Horror
2138	The Possession	14000000.0	49130588.0	82925064.0	PG-13	Horror
2139	First Blood	14000000.0	47212904.0	125212904.0	R	Action
2140	The Spy Who Loved Me	14000000.0	46800000.0	185400000.0	PG	Action
2141	Urban Legend	14000000.0	38116707.0	72571864.0	R	Horror
2142	Taps	14000000.0	35856053.0	35856053.0	PG	Drama
2143	Tyler Perry's Good Deeds	14000000.0	35025791.0	35579177.0	PG-13	Drama
2144	White Fang	14000000.0	34729091.0	34729091.0	PG	Adventure
2145	Dangerous Liaisons	14000000.0	34700000.0	34700000.0	R	Drama
2146	Superstar	14000000.0	30628981.0	30628981.0	PG-13	Comedy
2147	The Iron Lady	14000000.0	29959436.0	115592104.0	PG-13	Drama
2148	Poetic Justice	14000000.0	27450453.0	27450453.0	R	Drama
2149	Jonah: A VeggieTales Movie	14000000.0	25571351.0	25608779.0	G	Adventure
2150	All About the Benjamins	14000000.0	25482931.0	25873145.0	R	Comedy
2151	Exorcist II: The Heretic	14000000.0	25011000.0	25011000.0	nan	Horror
2152	Our Family Wedding	14000000.0	20255281.0	21410546.0	PG-13	Comedy
2153	Vampire in Brooklyn	14000000.0	19637147.0	19637147.0	R	Horror
2154	An American Haunting	14000000.0	16298046.0	30443277.0	PG-13	Horror
2155	Thinner	14000000.0	15171475.0	15171475.0	R	Horror
2156	Tea with Mussolini	14000000.0	14395874.0	14395874.0	PG	Drama
2157	Jason X	14000000.0	13121555.0	16951798.0	R	Horror
2158	Crooklyn	14000000.0	13024170.0	13024170.0	PG-13	Comedy
2159	Hot Tub Time Machine 2	14000000.0	12314651.0	12452601.0	R	Comedy
2160	Bobby	14000000.0	11242801.0	20597806.0	R	Drama
2161	Fun Size	14000000.0	9409538.0	11166615.0	PG-13	Comedy
2162	Le Scaphandre et le Papillon	14000000.0	5990075.0	22754472.0	PG-13	Drama
2163	Little Children	14000000.0	5463019.0	14121177.0	R	Drama
2164	Gossip	14000000.0	5108820.0	12591270.0	R	Drama
2165	A Walk on the Moon	14000000.0	4741987.0	4741987.0	R	Drama
2166	Suffragette	14000000.0	4702420.0	34044909.0	PG-13	Drama
2167	Mr. Turner	14000000.0	3958546.0	25187026.0	R	Drama
2168	Soul Survivors	14000000.0	3100650.0	4288246.0	PG-13	Horror
2169	Jefferson in Paris	14000000.0	2461628.0	2461628.0	PG-13	Drama
2170	Caravans	14000000.0	1000000.0	1000000.0	nan	Adventure
2171	The Lucky Ones	14000000.0	266967.0	266967.0	R	Drama
2172	Margaret	14000000.0	47185.0	623292.0	R	Drama
2173	Brokeback Mountain	13900000.0	83043761.0	177012173.0	R	Drama
2174	Clueless	13700000.0	56598476.0	56598476.0	PG-13	Comedy
2175	Teenage Mutant Ninja Turtles	13500000.0	135265915.0	202000000.0	PG	Adventure
2176	Far From Heaven	13500000.0	15901849.0	29027914.0	PG-13	Drama
2177	Seven Psychopaths	13500000.0	15024049.0	33035736.0	R	Comedy
2178	Quills	13500000.0	7060876.0	11732088.0	R	Drama
2179	The Border	13500000.0	6118683.0	6118683.0	nan	Drama
2180	Der Untergang	13500000.0	5501940.0	93631744.0	R	Drama
2181	The Caveman's Valentine	13500000.0	687081.0	892506.0	R	Drama
2182	The Last Godfather	13400000.0	164247.0	164247.0	PG-13	Comedy
2183	Mar adentro	13300000.0	2086345.0	39686345.0	PG-13	Drama
2184	Good Morning Vietnam	13000000.0	123922370.0	123922370.0	R	Comedy
2185	Save the Last Dance	13000000.0	91038276.0	122244329.0	PG-13	Drama
2186	The First Purge	13000000.0	69086325.0	136112145.0	R	Horror
2187	Miracles from Heaven	13000000.0	61705123.0	73798720.0	PG	Drama
2188	Snow Day	13000000.0	60008303.0	62452927.0	PG	Adventure
2189	The Shallows	13000000.0	55121623.0	118888025.0	PG-13	Drama
2190	RoboCop	13000000.0	53424681.0	53424681.0	R	Action
2191	This Christmas	13000000.0	49121934.0	49733545.0	PG-13	Drama
2192	Dude, Where's My Car?	13000000.0	46729374.0	73180297.0	PG-13	Comedy
2193	St. Vincent	13000000.0	44137712.0	54837234.0	PG-13	Comedy
2194	Earth to Echo	13000000.0	38934842.0	42174545.0	PG	Adventure
2195	The New Guy	13000000.0	28972187.0	28972187.0	PG-13	Comedy
2196	Loaded Weapon 1	13000000.0	27979399.0	27979399.0	PG-13	Comedy
2197	Baby Geniuses	13000000.0	27151490.0	27151490.0	PG	Adventure
2198	The Big Hit	13000000.0	27066941.0	27066941.0	R	Action
2199	Child's Play 2	13000000.0	26904572.0	34166572.0	R	Horror
2200	Harriet the Spy	13000000.0	26570048.0	26570048.0	PG	Adventure
2201	21 and Over	13000000.0	25682380.0	42195766.0	R	Comedy
2202	The Mist	13000000.0	25593755.0	57189408.0	R	Horror
2203	The Perks of Being a Wallflower	13000000.0	17742948.0	33069303.0	PG-13	Drama
2204	crazy/beautiful	13000000.0	16929123.0	19929123.0	PG-13	Drama
2205	Room	13000000.0	14677674.0	36262783.0	R	Drama
2206	Woodlawn	13000000.0	14394097.0	14403703.0	PG	Drama
2207	Letters from Iwo Jima	13000000.0	13756082.0	67867998.0	R	Drama
2208	The Astronaut Farmer	13000000.0	11003643.0	11141213.0	PG	Drama
2209	Dirty Work	13000000.0	10020081.0	10020081.0	PG-13	Comedy
2210	Robinson Crusoe	13000000.0	8005586.0	33490316.0	PG	Adventure
2211	Serial Mom	13000000.0	7881335.0	7881335.0	R	Comedy
2212	Dick	13000000.0	6276869.0	6276869.0	PG-13	Comedy
2213	Light It Up	13000000.0	5871603.0	5871603.0	R	Drama
2214	Bubble Boy	13000000.0	5002310.0	5002310.0	PG-13	Comedy
2215	Paris, je t'aime	13000000.0	4857374.0	5175088.0	R	Drama
2216	Resurrecting the Champ	13000000.0	3172382.0	3260555.0	PG-13	Drama
2217	The Widow of St. Pierre	13000000.0	3058380.0	3058380.0	R	Drama
2218	Youth	13000000.0	2703296.0	24002112.0	R	Drama
2219	Un Prophète	13000000.0	2087720.0	19910624.0	R	Drama
2220	I Love You, Phillip Morris	13000000.0	2037459.0	23014027.0	R	Comedy
2221	The Vatican Tapes	13000000.0	1784763.0	14999638.0	PG-13	Horror
2222	Find Me Guilty	13000000.0	1173673.0	2898225.0	R	Drama
2223	Infamous	13000000.0	1151330.0	2613717.0	R	Drama
2224	Attack the Block	13000000.0	1024175.0	6459183.0	R	Action
2225	In The Land of Blood and Honey	13000000.0	303877.0	509193.0	R	Drama
2226	The Killer Inside Me	13000000.0	217277.0	3617277.0	R	Drama
2227	The Drop	12600000.0	10724389.0	19054534.0	R	Drama
2228	Machete	12500000.0	26593646.0	46370970.0	R	Action
2229	Antwone Fisher	12500000.0	21078145.0	23367586.0	PG-13	Drama
2230	La Guerre du feu	12500000.0	20959585.0	20959585.0	nan	Adventure
2231	The Emperor's Club	12500000.0	14060950.0	16193713.0	PG-13	Drama
2232	Sorority Row	12500000.0	11965282.0	26735797.0	R	Horror
2233	Glengarry Glen Ross	12500000.0	10725228.0	10725228.0	R	Drama
2234	The Boy in the Striped Pyjamas	12500000.0	9046156.0	44083403.0	PG-13	Drama
2235	Cat People	12500000.0	7000000.0	21000000.0	R	Drama
2236	The Prisoner of Zenda	12500000.0	7000000.0	7000000.0	nan	Comedy
2237	Conviction	12500000.0	6797696.0	11826980.0	R	Drama
2238	Lars and the Real Girl	12500000.0	5956480.0	11277119.0	PG-13	Comedy
2239	Solitary Man	12500000.0	4360548.0	4360548.0	R	Drama
2240	Oscar and Lucinda	12500000.0	1612957.0	1612957.0	R	Drama
2241	The Funeral	12500000.0	1212799.0	1412799.0	R	Drama
2242	Tae Guik Gi: The Brotherhood of War	12500000.0	1110186.0	69826708.0	R	Drama
2243	The Perfect Game	12500000.0	1089445.0	3931367.0	PG	Drama
2244	The Land Before Time	12300000.0	48092846.0	81972846.0	G	Adventure
2245	Jaws	12000000.0	260000000.0	470700000.0	PG	Horror
2246	The Exorcist	12000000.0	204868002.0	402735134.0	R	Horror
2247	The Fault in Our Stars	12000000.0	124872350.0	307166834.0	PG-13	Drama
2248	American Pie	12000000.0	101800948.0	234723148.0	R	Comedy
2249	Heaven is for Real	12000000.0	91386097.0	100916299.0	PG	Drama
2250	The Golden Child	12000000.0	79817937.0	79817937.0	PG-13	Action
2251	Star Trek II: The Wrath of Khan	12000000.0	78912963.0	95800000.0	PG	Adventure
2252	Barbershop	12000000.0	75781642.0	77063461.0	PG-13	Comedy
2253	Ace Ventura: Pet Detective	12000000.0	72217396.0	107217396.0	PG-13	Comedy
2254	Act of Valor	12000000.0	70012847.0	82497035.0	R	Action
2255	Step Up	12000000.0	65328121.0	110989157.0	PG-13	Drama
2256	Beavis and Butt-Head Do America	12000000.0	63118386.0	63118386.0	PG-13	Adventure
2257	Lion	12000000.0	51739495.0	149875676.0	PG-13	Drama
2258	Jackie Brown	12000000.0	39673162.0	74727492.0	R	Drama
2259	Philomena	12000000.0	37709979.0	98963392.0	PG-13	Drama
2260	Time Bandits	12000000.0	37400000.0	37400000.0	nan	Adventure
2261	Paper Towns	12000000.0	32000304.0	85512300.0	PG-13	Drama
2262	Quarantine	12000000.0	31691811.0	41924774.0	R	Horror
2263	One Hour Photo	12000000.0	31597131.0	52223306.0	R	Drama
2264	Johnson Family Vacation	12000000.0	31203964.0	31286759.0	PG-13	Comedy
2265	How High	12000000.0	31155435.0	31222395.0	R	Comedy
2266	Spartacus	12000000.0	30000000.0	60000000.0	PG-13	Action
2267	Crank	12000000.0	27838408.0	43924923.0	R	Action
2268	The Muppet Christmas Carol	12000000.0	27281507.0	27492918.0	G	Comedy
2269	Frida	12000000.0	25885000.0	56131239.0	R	Drama
2270	Top Five	12000000.0	25317379.0	26001741.0	R	Comedy
2271	Rounders	12000000.0	22921898.0	22921898.0	R	Drama
2272	Project Almanac	12000000.0	22348241.0	32909437.0	PG-13	Adventure
2273	Tales from the Crypt: Demon Knight	12000000.0	21089146.0	21089146.0	R	Horror
2274	The Upside of Anger	12000000.0	18761993.0	28915761.0	R	Drama
2275	Aquamarine	12000000.0	18597342.0	22978953.0	PG	Comedy
2276	Nebraska	12000000.0	17654912.0	24761360.0	R	Drama
2277	My Baby's Daddy	12000000.0	17321573.0	17322212.0	PG-13	Comedy
2278	Max Keeble's Big Move	12000000.0	17292381.0	17292381.0	PG	Adventure
2279	Young Adult	12000000.0	16311571.0	22750356.0	R	Comedy
2280	Wish Upon	12000000.0	14301505.0	23477345.0	PG-13	Horror
2281	Def Jam's How To Be a Player	12000000.0	14010363.0	14010363.0	R	Comedy
2282	Living Out Loud	12000000.0	12905901.0	12905901.0	R	Drama
2283	Rachel Getting Married	12000000.0	12796861.0	17475475.0	R	Drama
2284	The Postman Always Rings Twice	12000000.0	12200000.0	44200000.0	nan	Drama
2285	Girl with a Pearl Earring	12000000.0	11634362.0	43274797.0	PG-13	Drama
2286	Das Boot	12000000.0	11487676.0	84970337.0	R	Drama
2287	House of Flying Daggers	12000000.0	11050094.0	92863945.0	PG-13	Action
2288	Sorority Boys	12000000.0	10198766.0	12516222.0	R	Comedy
2289	Marshall	12000000.0	10051659.0	10116816.0	PG-13	Drama
2290	Cadillac Records	12000000.0	8195551.0	8942516.0	R	Drama
2291	Screwed	12000000.0	6982680.0	6982680.0	PG-13	Comedy
2292	Running With Scissors	12000000.0	6860000.0	8706701.0	R	Comedy
2293	Fortress	12000000.0	6730578.0	46730578.0	R	Action
2294	For Your Consideration	12000000.0	5549923.0	5549923.0	PG-13	Comedy
2295	Celebrity	12000000.0	5078660.0	6200000.0	R	Comedy
2296	Invaders from Mars	12000000.0	4884663.0	4984663.0	nan	Horror
2297	Girl 6	12000000.0	4880941.0	4880941.0	R	Comedy
2298	Charlie Bartlett	12000000.0	3950294.0	5295909.0	R	Comedy
2299	Two Lovers	12000000.0	3149034.0	16349034.0	R	Drama
2300	Last Orders	12000000.0	2326407.0	2326407.0	R	Drama
2301	Gwoemul	12000000.0	2201923.0	92618117.0	R	Action
2302	The Pursuit of D.B. Cooper	12000000.0	2104164.0	2104164.0	nan	Adventure
2303	Ravenous	12000000.0	2062406.0	2062406.0	R	Horror
2304	The Dangerous Lives of Altar Boys	12000000.0	1779284.0	1779284.0	R	Drama
2305	Stoker	12000000.0	1703125.0	12034913.0	R	Drama
2306	Married Life	12000000.0	1506998.0	2975188.0	PG-13	Drama
2307	Kill the Irishman	12000000.0	1188194.0	1188194.0	R	Drama
2308	Duma	12000000.0	870067.0	994790.0	PG	Adventure
2309	Darling Companion	12000000.0	793352.0	1200346.0	PG-13	Comedy
2310	Ondine	12000000.0	550472.0	557545.0	PG-13	Drama
2311	Life Before Her Eyes	12000000.0	303439.0	7203439.0	R	Drama
2312	Critical Care	12000000.0	220175.0	220175.0	R	Drama
2313	Trade	12000000.0	214202.0	1513388.0	R	Drama
2314	Fateless	12000000.0	196857.0	196857.0	R	Drama
2315	San qiang pai an jing qi	12000000.0	190946.0	310946.0	R	Drama
2316	Breakfast of Champions	12000000.0	178287.0	178287.0	R	Comedy
2317	Company Man	12000000.0	146028.0	622273.0	PG-13	Comedy
2318	Nanjing! Nanjing!	12000000.0	122558.0	20122558.0	R	Drama
2319	Trash	12000000.0	17484.0	6553186.0	R	Adventure
2320	5 Days of War	12000000.0	17479.0	87793.0	R	Drama
2321	10 Days in a Madhouse	12000000.0	14616.0	14616.0	R	Drama
2322	The Dressmaker	11900000.0	2022115.0	24041617.0	R	Drama
2323	Diamonds	11900000.0	81897.0	81897.0	PG-13	Comedy
2324	Madadayo	11900000.0	48856.0	48856.0	nan	Drama
2325	Carol	11800000.0	12711491.0	42895440.0	R	Drama
2326	Pet Sematary	11500000.0	57469179.0	57469179.0	R	Horror
2327	Dirty Grandpa	11500000.0	35593113.0	105241410.0	R	Comedy
2328	St. Trinian’s	11400000.0	15000.0	29830239.0	PG-13	Comedy
2329	Star Wars Ep. IV: A New Hope	11000000.0	460998007.0	786598007.0	PG	Adventure
2330	Gremlins	11000000.0	148168459.0	148199515.0	PG	Comedy
2331	Doctor Zhivago	11000000.0	111721000.0	111859493.0	PG-13	Drama
2332	The Fighter	11000000.0	93617009.0	129262388.0	R	Drama
2333	Fried Green Tomatoes	11000000.0	81204830.0	81204830.0	PG-13	Drama
2334	Jackass: Number Two	11000000.0	72778712.0	85278712.0	R	Comedy
2335	My Cousin Vinny	11000000.0	52929168.0	52929168.0	R	Comedy
2336	If I Stay	11000000.0	50474843.0	78356170.0	PG-13	Drama
2337	Major League	11000000.0	49793054.0	49793054.0	R	Comedy
2338	A Walk to Remember	11000000.0	41227069.0	46060915.0	PG	Drama
2339	Dead Man Walking	11000000.0	39387284.0	83088295.0	R	Drama
2340	Brooklyn	11000000.0	38322743.0	62076141.0	PG-13	Drama
2341	Cruel Intentions	11000000.0	38230075.0	75803716.0	R	Drama
2342	The Secret Life of Bees	11000000.0	37780486.0	39994347.0	PG-13	Drama
2343	Woman in Gold	11000000.0	33307793.0	57019592.0	PG-13	Drama
2344	History of the World: Part I	11000000.0	31672000.0	31672000.0	nan	Comedy
2345	Saw VI	11000000.0	27693292.0	69752402.0	R	Horror
2346	Corky Romano	11000000.0	23978402.0	25116103.0	PG-13	Comedy
2347	F.I.S.T	11000000.0	20388920.0	20388920.0	nan	Drama
2348	Barry Lyndon	11000000.0	20000000.0	20169934.0	PG	Drama
2349	Quartet	11000000.0	18388357.0	56178935.0	PG-13	Comedy
2350	Out Cold	11000000.0	13906394.0	14786394.0	PG-13	Comedy
2351	The Ladies Man	11000000.0	13592872.0	13719474.0	R	Comedy
2352	Tomcats	11000000.0	13558739.0	13558739.0	R	Comedy
2353	Inside Llewyn Davis	11000000.0	13248209.0	32943247.0	R	Drama
2354	Army of Darkness	11000000.0	11502976.0	21502976.0	R	Horror
2355	Kinsey	11000000.0	10214647.0	17443529.0	R	Drama
2356	What's Eating Gilbert Grape	11000000.0	9170214.0	9170214.0	PG-13	Drama
2357	Slackers	11000000.0	4814244.0	5942218.0	R	Comedy
2358	The Gospel of John	11000000.0	4068087.0	4234355.0	PG-13	Drama
2359	Vera Drake	11000000.0	3753806.0	13353855.0	R	Drama
2360	The Guru	11000000.0	3051221.0	24150550.0	R	Comedy
2361	Othello	11000000.0	2844379.0	2844379.0	R	Drama
2362	The Perez Family	11000000.0	2794056.0	2794056.0	R	Comedy
2363	The Molly Maguires	11000000.0	2200000.0	2200000.0	PG	Drama
2364	Return to the Blue Lagoon	11000000.0	2000000.0	2000000.0	PG-13	Adventure
2365	Romance and Cigarettes	11000000.0	551002.0	3231251.0	R	Comedy
2366	Copying Beethoven	11000000.0	355968.0	6586324.0	PG-13	Drama
2367	Brighton Rock	11000000.0	229653.0	229653.0	R	Drama
2368	LOL	11000000.0	0.0	10431506.0	PG-13	Comedy
2369	Saw V	10800000.0	56746769.0	118209778.0	R	Horror
2370	Les Intouchables	10800000.0	13182281.0	484873045.0	R	Comedy
2371	Jindabyne	10800000.0	399879.0	2862544.0	R	Drama
2372	Poltergeist	10700000.0	74706019.0	121706019.0	PG	Horror
2373	An Ideal Husband	10700000.0	18542974.0	31341183.0	PG-13	Comedy
2374	Darkness	10600000.0	22163442.0	34409206.0	PG-13	Horror
2375	ET: The Extra-Terrestrial	10500000.0	435110554.0	792965326.0	PG	Drama
2376	2001: A Space Odyssey	10500000.0	58583410.0	70576492.0	G	Adventure
2377	In the Land of Women	10500000.0	11052958.0	14140402.0	PG-13	Comedy
2378	The Blue Butterfly	10400000.0	1610194.0	1610194.0	PG	Drama
2379	Lovesick	10100000.0	10143618.0	10143618.0	nan	Comedy
2380	September Dawn	10100000.0	1066555.0	1066555.0	R	Drama
2381	Good Will Hunting	10000000.0	138433435.0	225925989.0	R	Drama
